Review,traduccion_nueva,ds,Bank Name,data_source,state,Sentiment_score,Predicted_SASB,Predicted_Pilar,dimension_SSINDEX,dimension_SASB,relevance,relevance_2,Pilar,SASB,Sentiment_gen,year,month,month_num,city
"Buena ubicación, buena atención del personal que labora en tienda , lo único que no me gustó es la forma en cómo te abordan los viene viene.. el estacionamiento es parte de la.tienda y aveces pareciera que es obligatorios el darles propina . Creo que eso es lo que afecta el lugar .","Good location, good service from the staff that works in the store, the only thing I didn&#39;t like is the way they approach you when they come... the parking lot is part of the store and sometimes it seems like it is mandatory to tip them. I think that&#39;s what affects the place.",2024-05-05,BanCoppel,maps,Yucatán,65,Human Capital,Social Internal,WORK-LIFE BALANCE,EMPLOYEE HEALTH & SAFETY,no,no,Social Internal,Human Capital,POSITIVE,2024.0,May,5.0,Mérida
"El personal muy amable atendieron a mis dudas , el cajero muy bien , pude retirar dinero que en cajeros de otros bancos no se podía, o cobraban muy alta comisión, en BanCoppel restubo excelente.","The very friendly staff answered my questions, the ATM was very good, I was able to withdraw money that I couldn&#39;t at other banks&#39; ATMs, or they charged a very high commission, at BanCoppel it was excellent.",2024-04-18,BanCoppel,maps,Yucatán,85,Human Capital,Social Internal,WORK-LIFE BALANCE,LABOR PRACTICES,si,si,Social Internal,Human Capital,POSITIVE,2024.0,April,4.0,Mérida
"Fui a cobrar una orden de pago y no puedo cree que me hayan tardado una hora con 40 minutos y que  todavía al llegar a la caja me dijeran q no podía cobrar por la hora, pero yo estaba ahí desde temprano, el servicio super lento","I went to collect a payment order and I can&#39;t believe that it took me an hour and 40 minutes and that when I got to the cashier they told me that I couldn&#39;t charge for the hour, but I was there early, the service was super slow",2024-02-20,BanCoppel,maps,Yucatán,20,Social Capital,Social External,PAYMENT (TIMELY),CUSTOMER WELFARE,si,si,Social External,Social Capital,MIXED,2024.0,February,2.0,Mérida
Solamente las que están en caja son mal encaradas y más la que tiene los lentes estaría mejor si cambiarán a ese personal de las cajeras,Only the ones who are at the checkout are poorly treated and the one with the glasses would be better off if they changed the cashier staff.,2023-09-04,BanCoppel,maps,Guanajuato,25,Human Capital,Social Internal,WORK-LIFE BALANCE,EMPLOYEE HEALTH & SAFETY,no,no,Social Internal,Human Capital,NEGATIVE,2023.0,September,9.0,León
"Eh tenido muy mala experiencia en el dpto de optica, te dicen q te llegan tus lentes en 15 dias, te llega recibo para dar primer pago y aun no tienes la mercancia en las manos, servicio de optica muy malo, van dos veces q voy a comprar y en las dos tiendas pasa lo mismo.","I have had a very bad experience in the optical department, they tell you that your glasses will arrive in 15 days, you receive a receipt to make the first payment and you still do not have the merchandise in your hands, very bad optical service, they come twice that I go to buy and the same thing happens in both stores.",2024-01-21,BanCoppel,maps,Guanajuato,15,Social Capital,Social External,CUSTOMER MANAGEMENT (VALUE),CUSTOMER WELFARE,no,no,Social External,Social Capital,POSITIVE,2024.0,January,1.0,León
Demasiado caro para calidad de productos,Too expensive for quality of products,2023-11-18,BanCoppel,maps,Guanajuato,30,Social Capital,Social External,QUALITY,PRODUCT QUALITY & SAFETY,no,no,Social External,Social Capital,POSITIVE,2023.0,November,11.0,León
no pues mal servicio una fila larga y solo una ventanilla,"No, bad service, a long line and only one window.",2023-11-17,BanCoppel,maps,Guanajuato,20,Social Capital,Environmental,ENVIRONMENTAL CULTURE,CUSTOMER WELFARE,si,si,Environmental,Social Capital,NEGATIVE,2023.0,November,11.0,León
"Muy buen lugar, seguro, y varias tiendas.
Es un lugar apto para comprar los muebles linea blanca de tu hogar o negocio, la tienda está muy surtida y en el área de saldos te puedes encontrar buenas ofertas en zapatos, tenis, zapatillas y ropa, lo único que le pongo pero es el banco mala atencion","Very good place, safe, and several stores. It is a suitable place to buy white goods furniture for your home or business, the store is very stocked and in the sales area you can find good offers on shoes, tennis shoes, slippers and clothing, the only thing I put in it is the bank bad attention",2024-02-01,BanCoppel,maps,Guanajuato,87,Social Capital,Social External,PRICE/QUALITY RATIO,CUSTOMER WELFARE,no,si,Social External,Social Capital,MIXED,2024.0,February,2.0,León
Un servicio  excelente   👌  y se puede encontrar todo lo que buscas aun super precio,Excellent service 👌 and you can find everything you are looking for at a great price,2023-12-27,BanCoppel,maps,Guanajuato,90,Social Capital,Social External,PRICE/QUALITY RATIO,CUSTOMER WELFARE,no,no,Social External,Social Capital,POSITIVE,2023.0,December,12.0,León
"Buen servicio, atención,no pregunté su nombre a la Srita, que me entrego un paquete, pero le agradezco mucho su atención","Good service, attention, I did not ask the lady&#39;s name, who gave me a package, but I thank her very much for her attention",2024-03-22,BanCoppel,maps,Guanajuato,85,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,no,Social External,Social Capital,NEGATIVE,2024.0,March,3.0,León
Excelente servicio todo el personal muy amable,Excellent service all staff very friendly,2023-11-20,BanCoppel,maps,Guanajuato,90,Human Capital,Social Internal,LOYALTY (RETENTION),EMPLOYEE HEALTH & SAFETY,no,no,Social Internal,Human Capital,POSITIVE,2023.0,November,11.0,León
"Muy buena atención,mucho lugar para estacionarce.","Very good service, plenty of parking.",2023-06-30,BanCoppel,maps,Guanajuato,85,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,no,Social External,Social Capital,NEUTRAL,2023.0,June,6.0,León
Buen sevicio,Good service,2023-05-28,Industrial and Commercial Bank of China,maps,Sonora,75,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,no,Social External,Social Capital,POSITIVE,2023.0,May,5.0,Hermosillo
Excelente atención y encuentras todo para tu hogar telefonía electrónica electrodomésticos y un sin fin de osas para ti,"Excellent service and you will find everything for your home, electronic telephony, appliances and endless things for you.",2024-03-19,BanCoppel,maps,Guanajuato,85,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,no,Social External,Social Capital,POSITIVE,2024.0,March,3.0,León
Muy agradable el ambiente y muy buen servicio de todo el personal gracias,"Very pleasant atmosphere and very good service from all the staff, thank you",2023-11-26,BanCoppel,maps,Guanajuato,90,Human Capital,Social Internal,WORK-LIFE BALANCE,EMPLOYEE HEALTH & SAFETY,no,no,Social Internal,Human Capital,POSITIVE,2023.0,November,11.0,León
"Muy buena ubicación, excelente servicio del personal y encuentras gran variedad de artículos.","Very good location, excellent service from the staff and you can find a wide variety of items.",2024-01-22,BanCoppel,maps,Guanajuato,90,Human Capital,Social Internal,WORK-LIFE BALANCE,EMPLOYEE HEALTH & SAFETY,no,no,Social Internal,Human Capital,POSITIVE,2024.0,January,1.0,León
Servicio rapido y personal muy atento,Fast service and very attentive staff,2023-09-12,BanCoppel,maps,Guanajuato,85,Human Capital,Social Internal,LOYALTY (RETENTION),EMPLOYEE HEALTH & SAFETY,no,si,Social Internal,Human Capital,POSITIVE,2023.0,September,9.0,León
Exelente servicio gracias,Excellent service thank you,2023-12-27,BanCoppel,maps,Guanajuato,95,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,no,Social External,Social Capital,NEUTRAL,2023.0,December,12.0,León
"Hoy tuve una muy mala experiencia  , bueno tengo 2 años con esas experiencias  , resulta que al parecer los dueños de Coppel trabajan en esa sucursal y te tratan de mandar humillante , pues tú  vestimenta no es de marca  , está vez me atendió un cajero gordo  que no me fije el nombre y me estuvo humillando hasta que le pedí mi INE y me fui  , afortunadamente  hable con el gerente   y confronte al tipo y negó  todo  , cuando los compañeros me hicieron saber que ese tipo así es  , el no tiene buena pinta , es gordo  , sin chiste  y frustrado por eso humilla a las personas  , vayan vestidos de marca o asistan a otra sucursal  , no se vayan a llevar un mal rato como yo","Today I had a very bad experience, well I have had those experiences for 2 years, it turns out that apparently the owners of Coppel work in that branch and they try to send you humiliating orders, because your clothing is not brand name, this time I was served by a fat cashier who I didn&#39;t notice his name and he was humiliating me until I asked him for my INE and I left, fortunately I spoke with the manager and confronted the guy and he denied everything, when the colleagues let me know that that&#39;s what this guy is like, he doesn&#39;t look good, He is fat, no joke and frustrated, so he humiliates people, wear designer clothes or go to another branch, don&#39;t have a bad time like me.",,,,,15,,,,,no,no,,,,,,,
El servicio es lento,The service is slow,2024-06-22,BanCoppel,maps,Guanajuato,30,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,no,Social External,Social Capital,NEGATIVE,2024.0,June,6.0,León
"Sin ninguna gana de trabajar, ni de hacer bien su trabajo. Si no quieren trabajar de cara al público, busquen otro trabajo","Without any desire to work, or to do their job well. If you don&#39;t want to work in front of the public, look for another job.",2024-03-27,BanCoppel,maps,Guanajuato,15,Social Capital,Social External,PAYMENT (TIMELY),CUSTOMER WELFARE,no,no,Social External,Social Capital,POSITIVE,2024.0,March,3.0,León
"Pesima atención al cliente. Se observa mucho personal uniformado pero no te atienden. Quise comprar una plancha, anduve caminando por todo el piso buscando quien se dignara a darme la plancha, cargue la pieza en exhibición. NADIE TE ATIENDE. Lamentable servicio de esa ""departemantal""","Terrible customer service. You see a lot of uniformed personnel but they don&#39;t serve you. I wanted to buy an iron, I walked around the entire floor looking for someone who would deign to give me the iron, I carried the piece on display. NO ONE ATTENDS YOU. Deplorable service from that &quot;departemantal&quot;",2024-06-23,BanCoppel,maps,Guanajuato,10,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,no,Social External,Social Capital,NEGATIVE,2024.0,June,6.0,León
"El personal de la tienda que cobra ropa Dama
1er piso ,atiende de mala gana  ,no te responde los buenos días!.... Te dejan las alarmas en la ropa aún comentando que no se les pase las quiten ,se las dejan ,actitud muy grosera ..El gerente de tienda no les dice nada...día 18 de junio 2024.
El personal del banco hace lo mismo atiende de mala gana ,les preguntas tus dudas sobre tu cuenta y te responden groseramente.......NO dejen que personas de la tercera edad vayan solos ....los atienden groseramente","The staff at the store that charges for Lady clothes on the 1st floor, serve you reluctantly, they don&#39;t answer you good morning!.... They leave the alarms on your clothes, even though they say that you shouldn&#39;t forget, they take them off, they leave them, attitude very rude..The store manager does not tell them anything...on June 18, 2024. The bank staff does the same, reluctantly assists, you ask them your questions about your account and they answer you rudely...... .DO NOT let elderly people go alone....they treat them rudely",2024-04-07,BanCoppel,maps,Guanajuato,10,Human Capital,Social Internal,WORK-LIFE BALANCE,EMPLOYEE HEALTH & SAFETY,si,si,Social Internal,Human Capital,NEGATIVE,2024.0,April,4.0,León
"Quise comprar un extracto de jugos que tenia marcado $2,100 y a la hora de pagar me lo quisieron cobrar en $2,800 hable con el gerente Jesus Ramos y me dijo que cambiaron precios y que él no podia hacer nada, se porto grosero y prepotente, y aparte que era el unico aparato que estaba en exhibición y que no tenia garantia que si queria me constaria $500.00 pesos por un año, no entiendo como una persona así pueda ser gerente, suc. Coppel mercado del mar zapopan jalisco","I wanted to buy a juice extract that was marked $2,100 and at the time of paying they wanted to charge me $2,800. I spoke to the manager Jesus Ramos and he told me that they changed prices and that he couldn&#39;t do anything, he acted rude and arrogant, and apart from that It was the only device that was on display and it had no guarantee that if I wanted it I would get $500.00 pesos for a year, I don&#39;t understand how a person like that can be a manager, suc. Coppel market of the sea zapopan jalisco",2023-07-13,BanCoppel,maps,Guanajuato,15,Social Capital,Social External,PAYMENT (MARKET),CUSTOMER WELFARE,no,no,Social External,Social Capital,NEGATIVE,2023.0,July,7.0,León
"No hay mucha variedad de ropa y está revuelta, no tienen todas las tallas, el servicio es regular, algunas personas atienden bien y  otros simplemente les vale.","There is not much variety of clothing and it is mixed, they do not have all sizes, the service is average, some people serve well and others are simply fine.",2024-02-13,BanCoppel,maps,Guanajuato,40,Social Capital,Social External,PRICE/QUALITY RATIO,CUSTOMER WELFARE,no,no,Social External,Social Capital,POSITIVE,2024.0,February,2.0,León
"Pésima atención al cliente de la gerente, no me quiso hacer un reembolso de mi dinero de una pijama que no quedó y tampoco me quisieron hacer cambio de productos que porque necesita ir la persona que la compro cuando ella ni siquiera vive aquí y fue un regalo. Prácticamente eso es un robo y pésima atención al cliente","Terrible customer service from the manager, she didn&#39;t want to give me a refund for a pair of pajamas that didn&#39;t fit and they didn&#39;t want to give me an exchange of products because the person who bought it needs to go when she doesn&#39;t even live here and it was a gift . That&#39;s practically theft and terrible customer service.",2023-11-28,BanCoppel,maps,Guanajuato,10,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,no,Social External,Social Capital,MIXED,2023.0,November,11.0,León
"Es una tienda muy concurrida y tiene mucha clientela y está muy surtida en sus productos y accesorios y ropa y artículos para el hogar y electrodomésticos, la única observación es que en este mes el área de ropa y calzado deberían de tener más cuidado y al pendiente de tener la ropa ordenada y acomodada para que se vea más ordenado y no sea difícil buscal alguna prenda .","It is a very busy store and has a lot of clientele and is very stocked in its products and accessories and clothing and household items and appliances, the only observation is that this month the clothing and footwear area should be more careful and on the lookout to have the clothes organized and arranged so that they look more organized and it is not difficult to look for an item of clothing.",,,,,70,,,,,no,no,,,,,,,
"Muy mala atención por parte del personal, no dan información sobre los electrodomésticos y se molestan y te tratan mal cuando les preguntas. Preferí comprar en línea","Very bad attention from the staff, they do not give information about the appliances and they get upset and treat you badly when you ask them. I preferred to buy online",2024-01-12,BanCoppel,maps,Guanajuato,10,Human Capital,Social Internal,WORK-LIFE BALANCE,EMPLOYEE HEALTH & SAFETY,no,no,Social Internal,Human Capital,NEGATIVE,2024.0,January,1.0,León
"Es un Verdadero Problema para Estacionarse, aún qué hay lugar para Vehículos en el Interior, de nada Sirve ya para ""INGRESAR SE ENCUENTRA UNA ALCANTARILLA ABIERTA, NO TIENE LA TAPADERA DE LA MISMA Y ESTABA RELLENA DE MATERIAL DE TABLAROCA, ANUNCIANDO QUÉ ESTABA ABIERTA Y EN LAS MANIOBRAS DE INGRESÓ SE AVERIÓ MI VEHICULO DEL SALPICADERO DERECHO""  .,....","It is a Real Problem to Park, even though there is room for Vehicles Inside, it is of no use anymore to &quot;ENTER, THERE IS AN OPEN SEWER, IT DOES NOT HAVE A COVER AND IT WAS FILLED WITH ROCKBOARD MATERIAL, ANNOUNCING THAT IT WAS OPEN AND DURING THE ENTRY MANEUVERS, MY VEHICLE BREAKDOWN ON THE RIGHT DASHBOARD&quot;.,....",,,,,10,,,,,no,no,,,,,,,
"Muy mal servicio, prefirieron cancelar compra que entregarme la moto el mismo día","Very bad service, they preferred to cancel the purchase than deliver the motorcycle to me the same day",2023-11-12,BanCoppel,maps,Guanajuato,10,Social Capital,Social External,PRICE/QUALITY RATIO,CUSTOMER WELFARE,no,no,Social External,Social Capital,NEGATIVE,2023.0,November,11.0,León
"Adkiri el refri a mis nesesidades
Muy amable el personal",I adapted the refrigerator to my needs. The staff was very friendly.,2023-05-29,BanCoppel,maps,Guanajuato,80,Human Capital,Social Internal,WORK-LIFE BALANCE,EMPLOYEE HEALTH & SAFETY,no,no,Social Internal,Human Capital,POSITIVE,2023.0,May,5.0,León
"Bien, solamente huele mucho a mariscos antes de entrar pero es por que esta en la zona de mercado del mar jaja","Well, it just smells a lot like seafood before entering but that&#39;s because it&#39;s in the sea market area haha",2023-09-26,BanCoppel,maps,Guanajuato,70,Social Capital,Social External,REPUTATION,CUSTOMER WELFARE,no,no,Social External,Social Capital,POSITIVE,2023.0,September,9.0,León
"Servicio rápido, personal calificado","Fast service, qualified staff",2023-08-27,BanCoppel,maps,Guanajuato,85,Human Capital,Social Internal,LOYALTY (RETENTION),LABOR PRACTICES,no,si,Social Internal,Human Capital,MIXED,2023.0,August,8.0,León
"Limpiar estacionamiento y áreas de servicio, hay muebles rotos, sucios y bon descuido","Clean parking lot and service areas, there are broken, dirty and neglected furniture",2023-12-21,BanCoppel,maps,Guanajuato,35,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,no,Social External,Social Capital,MIXED,2023.0,December,12.0,León
Un poco llenoo pero buena atencion y gran variedad de productos,A little crowded but good service and great variety of products,2024-01-10,BanCoppel,maps,Guanajuato,75,Social Capital,Social External,QUALITY,PRODUCT QUALITY & SAFETY,no,si,Social External,Social Capital,POSITIVE,2024.0,January,1.0,León
Buen lugar para comprar.. se tiene de todo y los pasillos muy amplios además del personal muy amable,Good place to shop... it has everything and the hallways are very wide as well as the staff is very friendly,2024-02-26,BanCoppel,maps,Guanajuato,85,Human Capital,Social Internal,WORK-LIFE BALANCE,EMPLOYEE HEALTH & SAFETY,no,no,Social Internal,Human Capital,POSITIVE,2024.0,February,2.0,León
Excelente servicio departamental y muy higienico,Excellent departmental service and very hygienic,2024-01-22,BanCoppel,maps,Guanajuato,90,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,no,Social External,Social Capital,POSITIVE,2024.0,January,1.0,León
Pesima atencion y servicio.tienes que andar preguntando quien te atiende.,Terrible attention and service. You have to keep asking who serves you.,2024-06-18,BanCoppel,maps,Chihuahua,10,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,si,si,Social External,Social Capital,NEUTRAL,2024.0,June,6.0,Juárez
"Muy grande y variado, pero pésimo servicio por parte de los gerentes.","Very large and varied, but terrible service from the managers.",2024-04-10,BanCoppel,maps,Guanajuato,35,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,no,Social External,Social Capital,MIXED,2024.0,April,4.0,León
Rápida atención y bastantes productos para comprar a buen precio,Quick service and plenty of products to buy at a good price,2024-01-27,BanCoppel,maps,Guanajuato,85,Social Capital,Social External,PRICE/QUALITY RATIO,PRODUCT QUALITY & SAFETY,no,no,Social External,Social Capital,NEGATIVE,2024.0,January,1.0,León
Tratar de mejorar la atención al cliente,Try to improve customer service,2024-03-08,BanCoppel,maps,Guanajuato,50,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,si,Social External,Social Capital,NEUTRAL,2024.0,March,3.0,León
"Buen trato ,precios cómodos .rápida atencion","Good treatment, comfortable prices, quick service",2023-12-13,BanCoppel,maps,Guanajuato,85,Social Capital,Social External,PRICE/QUALITY RATIO,CUSTOMER WELFARE,no,no,Social External,Social Capital,POSITIVE,2023.0,December,12.0,León
"La atención fue muy buena, el señor que me ayudó con la compra (olvidé preguntarle su nombre) fue muy amable y siempre estuvo al tanto para ayudarme a encontrar lo que necesitaba. Hasta el momento es la mejor sucursal que he visitado.","The service was very good, the man who helped me with the purchase (I forgot to ask him his name) was very friendly and was always on hand to help me find what I needed. So far it is the best branch I have visited.",2024-05-08,BanCoppel,maps,Guanajuato,90,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,no,Social External,Social Capital,POSITIVE,2024.0,May,5.0,León
"Pésimo servicio, apenas ayer estaba  viendo cómo un supervisor de zona estaba capacitando a su personal, hoy fui a comprar una moto de contado y me la quisieron 4 días después.","Terrible service, just yesterday I was watching how an area supervisor was training his staff, today I went to buy a motorcycle for cash and they wanted it from me 4 days later.",2024-01-24,BanCoppel,maps,Guanajuato,20,Human Capital,Social Internal,WORK-LIFE BALANCE,EMPLOYEE HEALTH & SAFETY,no,no,Social Internal,Human Capital,NEGATIVE,2024.0,January,1.0,León
Me impresionó el surtido que tiene. Es de los más completos en la ciudad. Dan un excelente servicio.,I was impressed by the assortment they have. It is one of the most complete in the city. They give excellent service.,2024-04-17,BanCoppel,maps,Guanajuato,90,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,no,Social External,Social Capital,NEGATIVE,2024.0,April,4.0,León
Muy mal servicio no tienen sistema y ni gente para cobrar,"Very bad service, they have no system and no people to charge",2023-11-26,BanCoppel,maps,Guanajuato,10,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,si,Social External,Social Capital,POSITIVE,2023.0,November,11.0,León
Pues me gustó más liverpool y otras tiendas tienen ropa de mucha mejor calidad Coppel la verdad no me gusta la ropa,"Well, I liked Liverpool better and other stores have much better quality clothes Coppel, the truth is I don&#39;t like the clothes",2023-12-03,BanCoppel,maps,Guanajuato,40,Social Capital,Social External,PRICE/QUALITY RATIO,CUSTOMER WELFARE,no,no,Social External,Social Capital,NEGATIVE,2023.0,December,12.0,León
Excelente atención del depto. De calzado para caballero en especial. La sucursal muy ordenada limpia y agradable comparada con otras. Felicidades a su personal 👌🏼👌🏼👌🏼👏🏻👏🏻👏🏻,"Excellent service from the department. Men&#39;s footwear in particular. The branch is very tidy, clean and pleasant compared to others. Congratulations to your staff 👌🏼👌🏼👌🏼👏🏻👏🏻👏🏻",2024-06-21,BanCoppel,maps,Guanajuato,95,Human Capital,Social Internal,WORK-LIFE BALANCE,EMPLOYEE HEALTH & SAFETY,no,no,Social Internal,Human Capital,POSITIVE,2024.0,June,6.0,León
"Servicio muy amable un poco lento pero intentan hacerlo lo más ameno posible pues son muchos papeles los que hacen firmar.
La tienda es muy bonita","Very friendly service, a little slow but they try to make it as pleasant as possible since there are many papers they have to sign. The store is very nice",2023-11-22,BanCoppel,maps,Guanajuato,75,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,no,Social External,Social Capital,MIXED,2023.0,November,11.0,León
Fui a bancoppel a retirar de un envío de EUA y la atención fue súper amable y rápida! Antes de llegar a esa sucursal estuve 3 horas en la de Copernico que al parecer había un problema con mi envío pero al llegar a La Perla todo estuvo bien,I went to Bancoppel to pick up a shipment from the USA and the service was super friendly and fast! Before arriving at that branch I spent 3 hours at the Copernico branch because apparently there was a problem with my shipment but when I arrived at La Perla everything was fine,2023-10-24,BanCoppel,maps,Guanajuato,85,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,si,si,Social External,Social Capital,POSITIVE,2023.0,October,10.0,León
Está muy surtido y además buena atencion,It is very well stocked and also has good service.,2023-09-12,BanCoppel,maps,Guanajuato,85,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,no,Social External,Social Capital,POSITIVE,2023.0,September,9.0,León
"Pesimo servicio en atencion al cliente, llamas para buscar productos y te cuelgan lo vuelves hacer 1 y otra vez en diferentes dias te dicen que te comincaran con alguien y te cuelgan. Y eso ya a pasado varias veces no es la unica vez!","Terrible customer service, you call to look for products and they hang up on you, you do it again and again on different days they tell you that they will contact you with someone and they hang up on you. And that has already happened several times, not the only time!",2024-02-24,BanCoppel,maps,Guanajuato,10,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,si,si,Social External,Social Capital,POSITIVE,2024.0,February,2.0,León
"Cómo todos los Coppel, solo que en plaza la Perla. Bonita la tienda, personal atento y buena mercancía y precios.","Like all the Coppels, only in Plaza la Perla. Beautiful store, attentive staff and good merchandise and prices.",2023-05-11,BanCoppel,maps,Guanajuato,85,Human Capital,Social Internal,WORK-LIFE BALANCE,EMPLOYEE HEALTH & SAFETY,no,no,Social Internal,Human Capital,NEGATIVE,2023.0,May,5.0,León
"Buen servicio, rápido y eficiente.","Good service, fast and efficient.",2023-06-17,BanCoppel,maps,Guanajuato,85,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,no,Social External,Social Capital,NEUTRAL,2023.0,June,6.0,León
Excelente atención e instalaciónes,Excellent service and facilities,2023-06-01,BanCoppel,maps,Guanajuato,90,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),PRODUCT QUALITY & SAFETY,no,no,Social External,Social Capital,MIXED,2023.0,June,6.0,León
"Buena atención, en general.","Good service, in general.",2024-01-05,BanCoppel,maps,Jalisco,75,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,no,Social External,Social Capital,NEGATIVE,2024.0,January,1.0,Zapopan
"Excelente atención del gerente de la sección de muebles, Sr. Nazaret, nos apoyo y oriento en todo lo que necesitábamos. Estuvimos en esta sucursal el sábado 8 de junio 2024. Ojalá y así fueran los encargados de todas las sucursales.","Excellent service from the furniture section manager, Mr. Nazaret, he supported and guided us with everything we needed. We were in this branch on Saturday, June 8, 2024. I wish the managers of all the branches were like this.",2024-06-21,BanCoppel,maps,Yucatán,90,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,no,Social External,Social Capital,NEGATIVE,2024.0,June,6.0,Mérida
"A quien corresponda

Solicito el reembolso del costo de FUMIGACIÓN.
Realice mi reporte ya en el módulo de atención a clientes y vía telefónica con respecto al reembolso de los gatos y daños que tuve que realizar debido a que al comprar una base de cama con ustedes me llego infectada con plaga de chinches.

Esto causó varias lesiones en el cuerpo de mi hija menor la cual fue la más afectada física y psicológicamente. Además de que se tuvo que llevar a cabo una revisión médica, medicamentos y fumigación a la casa.

Exigo que cubran con los gastos mencionados ya que la empresa COPPEL  no implementó medidas adecuadas de control de plagas y no tomó las precauciones necesarias. Nosotras fuimos las más afectadas.","To Whom It May Concern I request reimbursement of the cost of FUMIGATION. I made my report now in the customer service module and by telephone regarding the reimbursement of the cats and damages that I had to make because when purchasing a bed base with you it arrived infected with bed bug infestation. This caused several injuries to my youngest daughter&#39;s body, who was the most affected physically and psychologically. In addition, a medical examination, medication and fumigation of the house had to be carried out. I demand that they cover the aforementioned expenses since the COPPEL company did not implement adequate pest control measures and did not take the necessary precautions. We were the most affected.",2024-05-11,BanCoppel,maps,Jalisco,10,Social Capital,Social External,PAYMENT (TIMELY),CUSTOMER WELFARE,no,no,Social External,Social Capital,POSITIVE,2024.0,May,5.0,Zapopan
Desagradable servicio el joven de telefonía llamado Manuel investigue su nombre por cierto mal educado en ocasiones van dos que me atiende enojado y te contesta de una forma grosera  persln así amargadas como el  o hacen el cambio en nada,"Unpleasant service, the young man on the phone called Manuel, research his name, by the way, rude, sometimes there are two who answer me angrily and answer you in a rude way, people who are as bitter as him or make the change at all",2024-01-28,BanCoppel,maps,Jalisco,15,Social Capital,Social External,REPUTATION,CUSTOMER WELFARE,no,no,Social External,Social Capital,POSITIVE,2024.0,January,1.0,Zapopan
"El servicio es muy bueno, los empleados son muy amables con los clientes, el trato y criterio al ofrecer su servicio es muy bueno , me llamo mucho la atención,  los pagos de crédito son muy accesibles, me fui muy feliz con mi primer compra 🛒, excelente servicio😉","The service is very good, the employees are very kind to customers, the treatment and judgment when offering their service is very good, it caught my attention a lot, the credit payments are very accessible, I left very happy with my first purchase 🛒 , excellent service😉",2024-06-04,BanCoppel,maps,Jalisco,95,Social Capital,Social Internal,WORK-LIFE BALANCE,CUSTOMER WELFARE,si,si,Social Internal,Social Capital,MIXED,2024.0,June,6.0,Zapopan
"Amplio estacionamiento y vas a encontrar lo mismo como en cada una de las demás sucursales de la cadena, la atención es muy buena por parte del personal.","Ample parking and you will find the same as in each of the other branches of the chain, the attention is very good from the staff.",2024-04-21,BanCoppel,maps,Jalisco,75,Human Capital,Social Internal,WORK-LIFE BALANCE,LABOR PRACTICES,no,no,Social Internal,Human Capital,POSITIVE,2024.0,April,4.0,Zapopan
"Muy buena atención, muy bien surtido y acomodado todo","Very good service, very well stocked and everything arranged",2023-12-20,BanCoppel,maps,Jalisco,85,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,no,Social External,Social Capital,POSITIVE,2023.0,December,12.0,Zapopan
