"Review","DS","Bank Name","data_source","Bank ID","state","Pilar","Predicted_Pilar","SASB","Predicted_SASB","dimension_SASB","dimension_SASB.1","dimension_SSINDEX","Sentiment_score","response_text","relevance","Sentiment_gen","spam","Industry"
"So if Blue Origin sued NASA then they should be disqualified because of the suit and make it to where they can't bid for contract for 5 years.",25-07-2024 11:45,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","DATA SECURITY","DATA SECURITY","PRICE/QUALITY RATIO",30,"PuntuaciÃ³n=30","si","NEGATIVE","no","Aviation & Aerospace."
"This failure is why Boeing come strongly to Brazil recently. They are doing very aggressive job contracts to get Embraer /ITA staff.",25-07-2024 11:45,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","OTHER","OTHER","MATERIALS & EQUIPMENT",45,"PuntuaciÃ³n=45","si","NEUTRAL","no","Aviation & Aerospace."
"On everyday astronaut Musk explained nothing! except basic stuff!
What happened to Starships initial fixed price contract to land a man on the moon for just $135 million in 2024?
Then NASA had to re negotiated it to 4 Billion!  ......yes 4 Billion! and add 3 more years
Space X cannot keep to their original signed contract and failed.
Get it right will ya !",25-07-2024 11:45,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","DATA SECURITY","DATA SECURITY","QUALITY",25,"PuntuaciÃ³n=25","si","NEGATIVE","no","Aviation & Aerospace."
"Boeing should pay spacex their contract fee from nasa",25-07-2024 11:45,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","OTHER","OTHER","SATISFACTION",50,"PuntuaciÃ³n=50","si","NEUTRAL","no","Aviation & Aerospace."
"Musk is a tech and business genius. And Space X is a meritocracy.",25-07-2024 11:45,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","HUMAN RIGHTS & COMMUNITY RELATIONS","HUMAN RIGHTS & COMMUNITY RELATIONS","CUSTOMER MANAGEMENT (QUALITY)",85,"PuntuaciÃ³n=85","si","POSITIVE","no","Aviation & Aerospace."
"Boeing blame Lion Air pilots for lack of training, and yet they themself trying to keep the training material out of pilot's hands. I was like, ""Do you realize what you've just said?""",15-09-2021 2:00,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","LABOR PRACTICES","LABOR PRACTICES","SAFETY (WORKPLACE)",25,"PuntuaciÃ³n=25","si","NEGATIVE","no","Aviation & Aerospace."
"As a person who lost a dear young sister in a plane crash it is disturbing to know that Boing CEO left company with millions of dollars of compensation and not being criminally charge.",15-09-2021 2:00,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","SAFETY (WORKPLACE)",10,"PuntuaciÃ³n=10","si","NEGATIVE","no","Aviation & Aerospace."
"20 years ago, my wife and 3 yr. old son were on a Boeing 737 from Atlanta to BWI.  As we approached the runway to land, a strong cross-wind from an impending storm caused us to loose lift.  The plane dropped in elevation and banked to the left, into the wind, to regain lift, narrowly missing trees below the left wing.  We rerouted to Virginia to land.  We all deboarded and met with the pilot.  He looked like Captain Kangaroo. Friendly full face, grey hair.  He was asked where this ranked on his aircraft scares.  He said, it's the closest I have ever came to crashing an airliner.  That is all I needed to hear.  Never again was I afraid to fly, until I watched this documentary.",15-09-2021 2:00,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Environment","Environment","GHG EMISSIONS","GHG EMISSIONS","ENVIRONMENTAL PROTOCOLS",70,"PuntuaciÃ³n=70","si","POSITIVE","no","Aviation & Aerospace."
"As a teacher you learn the average student can't be trusted to correct their own work. The same applies to financial reporting, pharmaceuticals and engineering. Regulatory capture is one heck of a thing.",15-09-2021 2:00,"Boeing","Youtube",3,"Illinois","Governance","Governance","Leadership and Governance","Leadership and Governance","MANAGEMENT OF THE LEGAL AND REGULATORY ENVIRONMENT","MANAGEMENT OF THE LEGAL AND REGULATORY ENVIRONMENT","ETHICAL PROTOCOLS",40,"PuntuaciÃ³n=40","si","NEUTRAL","no","Aviation & Aerospace."
"I can say that Forkner killed 346 people because he dismissed the idea of pilot training and even called the pilot stupid and idiot! now we can see who was the stupid and idiot!",15-09-2021 2:00,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","TRAINING",15,"PuntuaciÃ³n=15","si","NEGATIVE","no","Aviation & Aerospace."
"I worked for Boeing for 20 years.  I absolutely loved my job.  I was proud to be an employee.  However once I found out that the company I loved cared more about making money than customer safetyâ€¦..I quit.  I didnâ€™t want to be a part of that and there I was; a part of it.",15-09-2021 2:00,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE ENGAGEMENT, DIVERSITY & INCLUSION","EMPLOYEE ENGAGEMENT, DIVERSITY & INCLUSION","SAFETY (WORKPLACE)",55,"PuntuaciÃ³n=55","si","NEUTRAL","no","Aviation & Aerospace."
"Boeing's fatal flaw: the Board put in a bean counter as CEO, instead of an engineer.",15-09-2021 2:00,"Boeing","Youtube",3,"Illinois","Governance","Governance","Leadership and Governance","Leadership and Governance","CRITICAL INCIDENT RISK MANAGEMENT","CRITICAL INCIDENT RISK MANAGEMENT","ETHICAL PROTOCOLS",30,"PuntuaciÃ³n=30","si","NEGATIVE","no","Aviation & Aerospace."
"As someone who has built their own airplane, the thought of turning pitch control over to a single sensor is madness.",15-09-2021 2:00,"Boeing","Youtube",3,"Illinois","Governance","Governance","Leadership and Governance","Leadership and Governance","MANAGEMENT OF THE LEGAL AND REGULATORY ENVIRONMENT","MANAGEMENT OF THE LEGAL AND REGULATORY ENVIRONMENT","ETHICAL PROTOCOLS",25,"PuntuaciÃ³n=25","si","NEGATIVE","no","Aviation & Aerospace."
"Calhoun, the former CEO at Boeing is to blame for the company's catastrophe.
Calhoun was fired and given $33 million when he left. This is a mockery of every Boeing employee.
That man was already a multimillionaire and doesn't need this money.
If he has a sense of morality, he will give this money to the families of those who were killed in the 737 Max crashes.
But I doubt he will give a cent to them.",02-09-2024 16:59,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","SAFETY (WORKPLACE)",15,"PuntuaciÃ³n=15","si","NEGATIVE","no","Aviation & Aerospace."
"Stop hiring former GE executives. Financial engineering people who have run companies to the ground. Please return to Engineering and stop manipulating the balance sheet. It is time to invest in new planes. That means, stopping stock repurchases and dividends. Boeing needs to invest heavily in new models. Long term vs short-term financial outlook  that only benefits the C level people",02-09-2024 16:59,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","LABOR PRACTICES","LABOR PRACTICES","SAFETY (PROTOCOLS)",25,"PuntuaciÃ³n=25","si","NEGATIVE","no","Aviation & Aerospace."
"I wonder if a cost-benefit analysis of Boeing's cost cutting, given how much value their stock has lost and the hit to their sales and holdups to certifying the new plane. How much did they save by their actions? Probably not 1/3rd the total value of the corporation, which is what it looks like they've lost, at the very least. There's something deeply wrong with corporate culture, and has been for a long time.",02-09-2024 16:59,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","LABOR PRACTICES","LABOR PRACTICES","DIVERSITY",20,"PuntuaciÃ³n=20","si","NEGATIVE","no","Aviation & Aerospace."
"Remove that MCAS system,  and install additional non-moving aerodynamic tail surfaces that would negate any 'lift' created by the engines at high angles of attack. This would give the plane 'natural' stability, regardless of the tail's control surface position, and would make the MCAS system unnecessary.  Anyone could figure out this simple solution to the 737-MAX's instability problem, right?",28-10-2019 16:00,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Environment","Environment","GHG EMISSIONS","GHG EMISSIONS","ENVIRONMENTAL PROTOCOLS",45,"PuntuaciÃ³n=45","si","NEUTRAL","no","Aviation & Aerospace."
"I enjoy flying in planes from both companies but as quantity goes up, quality usually suffers. Good luck Airbus in not following in Boeing's footsteps. If Boeing were smart, they'd scrap the 737 max and start planning and producing a plane to replace it. The public is vary wary on the 737 name. Boeing needs to develop public confidence in their aircraft all over again. Keeping the 737 name, won't help.",28-10-2019 16:00,"Boeing","Youtube",3,"Illinois","Social External","Social External","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","PRICE/QUALITY RATIO",45,"PuntuaciÃ³n=45","si","NEUTRAL","no","Aviation & Aerospace."
"If you want the 737 Max problems fixed more quickly, put them back in service, but only for shuttling Boeing employees back and forth.",28-10-2019 16:00,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Social Capital","Social Capital","ACCESS & AFFORDABILITY","ACCESS & AFFORDABILITY","COMMUNICATION (BOSS)",45,"PuntuaciÃ³n=45","si","NEUTRAL","no","Aviation & Aerospace."
"Boeing is the Ford of planes, produced in high numbers without high quality. Airbus is more fuel efficient, smooth, quite and dependable",28-10-2019 16:00,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","ACCESS & AFFORDABILITY","ACCESS & AFFORDABILITY","PRICE/QUALITY RATIO",30,"PuntuaciÃ³n=30","si","NEGATIVE","no","Aviation & Aerospace."
"Boeing also got illegal tax breaks, which are not mentioned in the video. Also, it's still presented as an economic issue, but the real issue is that this airplane was launched while the people making it knew the safety issues. Hundrets of people died for it, yet, the police are not prosecuting the members of the board or the CEO. It's a cultural issue, that puts money above the lives of hundrets of others, and does not prosecute the people that (indirectly or directly) killed them.",28-10-2019 16:00,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","ENVIRONMENTAL ACTIONS",15,"PuntuaciÃ³n=15","si","NEGATIVE","no","Aviation & Aerospace."
"This makes me scared to fly newly developed planes from Boeing. I donâ€™t want to fly a new plane from a company that decided to prioritise money over safety.",28-10-2019 16:00,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","HEALTH (PROTOCOLS)",15,"PuntuaciÃ³n=15","si","NEGATIVE","no","Aviation & Aerospace."
"and it crashes on the 10th day DUE TO QUALITY",27-09-2016 10:00,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","CUSTOMER MANAGEMENT (QUALITY)",20,"PuntuaciÃ³n=20","si","NEGATIVE","no","Aviation & Aerospace."
"One imagines that the staff who work there are SUPER good at building model plane sets.",27-09-2016 10:00,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","LABOR PRACTICES","LABOR PRACTICES","TRAINING",80,"PuntuaciÃ³n=80","si","POSITIVE","no","Aviation & Aerospace."
"Boeing Engineers:
Sir I have serious concerns about the safety of these aircraft!

Boeing Executives:
It's business as usual until a plane falls out of the sky for no reason and kills everyone on board.",10-01-2020 21:06,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","TRAINING",25,"PuntuaciÃ³n=25","si","NEGATIVE","no","Aviation & Aerospace."
"American Business Ethics... PROFIT AT ANY COST... 

Thats what it boils down to, a handful of investors in Boeing want their annual cut of the dividends and the company puts investors before service users... THAT IS WHERE THE AMERICAN BUSINESS MODEL has it BACK TO FRONT and why this type of business model breaks down EVERY TIME. Its the same philosophy that BANKING and the BANKING SECTOR has got.",10-01-2020 21:06,"Boeing","Youtube",3,"Illinois","Social External","Social External","Human Capital","Human Capital","LABOR PRACTICES","LABOR PRACTICES","CUSTOMER MANAGEMENT (VALUE)",10,"PuntuaciÃ³n=10","si","NEGATIVE","no","Aviation & Aerospace."
"This company is being run into the ground by unscrupulous management . They need to be sacked ,all of them .",10-01-2020 21:06,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Business Model and Innovation","Business Model and Innovation","SUPPLY CHAIN MANAGEMENT","SUPPLY CHAIN MANAGEMENT","SAFETY (WORKPLACE)",10,"PuntuaciÃ³n=10","si","NEGATIVE","no","Aviation & Aerospace."
"Boeing would eventually lose to its competitors like Airbus anyway as it has done an irreversible damage to its own reputation.",10-01-2020 21:06,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","CUSTOMER MANAGEMENT (VALUE)",25,"PuntuaciÃ³n=25","si","NEGATIVE","no","Aviation & Aerospace."
"Let me make it clear to any airline employee who looks at youtube. I simply wont be using your airline if youre thinking of putting this thing back into service.",10-01-2020 21:06,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","SAFETY (WORKPLACE)",20,"PuntuaciÃ³n=20","si","NEGATIVE","no","Aviation & Aerospace."
"I really hope it doesnâ€™t ever return to service. Just like the Concorde.",10-01-2020 21:06,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","CUSTOMER MANAGEMENT (QUALITY)",20,"PuntuaciÃ³n=20","si","NEGATIVE","no","Aviation & Aerospace."
"346 people died and Dennis Muilenburg departs with $62 million in compensation and pension benefits, what a world we are living in",10-01-2020 21:06,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","BENEFITS",15,"PuntuaciÃ³n=15","si","NEGATIVE","no","Aviation & Aerospace."
"CEO got fired with a package of $60M, Meanwhile 2500 were laid off without any cash benefits... The CEO should have been in jail.",10-01-2020 21:06,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","LABOR PRACTICES","LABOR PRACTICES","BENEFITS",15,"PuntuaciÃ³n=15","si","NEGATIVE","no","Aviation & Aerospace."
"Even if the plane ever returns to service, I will never fly on that thing, thats for sure :D",10-01-2020 21:06,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","DATA SECURITY","DATA SECURITY","QUALITY",20,"PuntuaciÃ³n=20","si","NEGATIVE","no","Aviation & Aerospace."
"Feel like it was a bit disrespectful to not mention the fact that nowhere in the pilots handbook or training was the software troubleshoot mentioned which Boeing neglected on purpose. Itâ€™s easy in retrospect, in the moment the pilots would have had no reason to suspect it was a new software feature.",15-03-2019 15:45,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","LABOR PRACTICES","LABOR PRACTICES","TRAINING",30,"PuntuaciÃ³n=30","si","NEGATIVE","no","Aviation & Aerospace."
"0:51-The problem is with reality, because of the new software when they turned off the system, it not only stopped the MCAS but turned off all of the leveling technology that assists the pilots. Without any of that technology, the pilot's full weight had to be thrown to get the nose back up. In the second crash, this happened when the pilots turned off MCAS. They couldn't control the plane at all when everything was disabled, so they turned it back on and It just made everything worse.",15-03-2019 15:45,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Business Model and Innovation","Business Model and Innovation","PHYSICAL IMPACTS OF CLIMATE CHANGE","PHYSICAL IMPACTS OF CLIMATE CHANGE","ENVIRONMENTAL PROTOCOLS",15,"PuntuaciÃ³n=15","si","NEGATIVE","no","Aviation & Aerospace."
"Well that was a pointless, insensitive and gratuitous waste of time",15-03-2019 15:45,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Environment","Environment","WATER & WASTEWATER MANAGEMENT","WATER & WASTEWATER MANAGEMENT","ENVIRONMENTAL ACTIONS",10,"PuntuaciÃ³n=10","si","NEGATIVE","no","Aviation & Aerospace."
"It was the pilots error.    Say what you want about Boeing,  but it was the pilots and their lack of proper training.",15-03-2019 15:45,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","LABOR PRACTICES","LABOR PRACTICES","TRAINING",30,"PuntuaciÃ³n=30","si","NEGATIVE","no","Aviation & Aerospace."
"how can it be just to turn off the switch? Ethiopia said their pilots had special training on the system. how could they have not known it was that easy? from what I read the captain had a good pilot record.",15-03-2019 15:45,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Human Capital","Human Capital","LABOR PRACTICES","LABOR PRACTICES","ENVIRONMENTAL PROTOCOLS",45,"PuntuaciÃ³n=45","si","NEUTRAL","no","Aviation & Aerospace."
"In a real world there is no human power to manually control it so this aircraft should not be in service",15-03-2019 15:45,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","DATA SECURITY","DATA SECURITY","QUALITY",30,"PuntuaciÃ³n=30","si","NEGATIVE","no","Aviation & Aerospace."
"Captain Joe: 
says â€œQUIRKSâ€

Doug DeMuro:
â€œTHISSSS is a brand new Boeing 777X, and today, 
iâ€™m going to show you all the quirks and features of this beautiful airplane.â€",12-12-2019 19:00,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","CUSTOMER MANAGEMENT (QUALITY)",75,"PuntuaciÃ³n=75","si","POSITIVE","no","Aviation & Aerospace."
"Thank you!  Pilot here with an early morning flight and a great buzz. Glad Iâ€™ll know which plane to board tomorrow!!",12-12-2019 19:00,"Boeing","Youtube",3,"Illinois","Governance","Governance","Leadership and Governance","Leadership and Governance","MANAGEMENT OF THE LEGAL AND REGULATORY ENVIRONMENT","MANAGEMENT OF THE LEGAL AND REGULATORY ENVIRONMENT","ETHICAL PROTOCOLS",90,"PuntuaciÃ³n=90","si","POSITIVE","no","Aviation & Aerospace."
"Boeing is having trouble keeping people save on Earth!!   WTF",25-11-2019 13:40,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Environment","Environment","GHG EMISSIONS","GHG EMISSIONS","ENVIRONMENTAL ACTIONS",25,"PuntuaciÃ³n=25","si","NEGATIVE","no","Aviation & Aerospace."
"No way i am getting on board this poorly designed aircraft..",09-05-2023 14:54,"Boeing","Youtube",3,"Illinois","Governance","Governance","Leadership and Governance","Leadership and Governance","COMPETITIVE BEHAVIOUR","COMPETITIVE BEHAVIOUR","ETHICAL PROTOCOLS",20,"PuntuaciÃ³n=20","si","NEGATIVE","no","Aviation & Aerospace."
"This 1 is the best imho so far. Excellent indeed!  Easily understandable & clear vocal commentary by all your staff compare to others including the official 1 ðŸ˜€ðŸ‘ŒðŸ‘ðŸ‘ðŸ™",07-09-2024 4:41,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","OTHER","OTHER","MATERIALS & EQUIPMENT",95,"PuntuaciÃ³n=95","si","POSITIVE","no","Aviation & Aerospace."
"thank for language. learn pronunciacion) interesting... gravity in spaceship, like in earth....",07-09-2024 4:41,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Environment","Environment","GHG EMISSIONS","GHG EMISSIONS","ENVIRONMENTAL ACTIONS",60,"PuntuaciÃ³n=60","si","NEUTRAL","no","Aviation & Aerospace."
"Leaking, buggy, incorrect design criteria.  Good riddance.
Now it's Boeing's management's turn to undock and depart.",07-09-2024 4:41,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Business Model and Innovation","Business Model and Innovation","PRODUCT DESIGN & LIFECYCLE MANAGEMENT","PRODUCT DESIGN & LIFECYCLE MANAGEMENT","SAFETY (PROTOCOLS)",15,"PuntuaciÃ³n=15","si","NEGATIVE","no","Aviation & Aerospace."
"I have design autopilots, have an MS in aero form MIT. This situation troubles me. This situation raises fundamental design methodology issues. This is not the place for a major technical argument but let me raise one fundamental issue. The angle of attack is a much more complex flight parameter in this age of variable geometry AC than in was when flight control augmentation systems were first invented. Pitch, roll and Yaw are fundamentally inertial variables, and little has changed in regard to their utilization  as feedback variables. Angle of attach is completely different. One could say it is an indicator of air speed direction at a particular sensor location. At a given time it's different all over the AC surface.This has impacted the 737, but really is an issue for all modern large AC. The Angle of attach sensed near the nose of an aircraft infers the angle of attack of the main wing through a complex relationship. This is a serious issue. I would agree with the Brits who are bucking for multiple aoc sensors.",19-11-2020 15:00,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","LABOR PRACTICES","LABOR PRACTICES","DIVERSITY",45,"PuntuaciÃ³n=45","si","NEUTRAL","no","Aviation & Aerospace."
"Cleared up a lot of the mystery regarding the MCAS on the Max; why the crashes happened. The next thing in line, is the PROPER pilot training for this aircraft. Like the idea that MCAS has a limit on how much pitching down it is allowed to do, and that it can be disconnected using the switch on the yoke.",19-11-2020 15:00,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","LABOR PRACTICES","LABOR PRACTICES","DIVERSITY",75,"PuntuaciÃ³n=75","si","POSITIVE","no","Aviation & Aerospace."
"The problem is that I no longer trust Boeing or the FAA, and as a paying passenger I can vote with my feet!",19-11-2020 15:00,"Boeing","Youtube",3,"Illinois","Governance","Governance","Leadership and Governance","Leadership and Governance","COMPETITIVE BEHAVIOUR","COMPETITIVE BEHAVIOUR","WHISTLEBLOWER LINE (ACCESS)",20,"PuntuaciÃ³n=20","si","NEGATIVE","no","Aviation & Aerospace."
"This runs deeper than MCAS. This is the result of the formerly engineering company being taken over by the accounting department. The entire corporate culture changed for the worse after the merger with McD. This is not just Boeing, it is widespread across many industries. This is what destroyed the American auto industry. Accountants are necessary for very specific and limited things. When they take over, they invariably destroy the company. In this case, also killed over 300 people.

I see two major problems with MCAS:

First, it relies on just one AOA sensor. I can't think of anything in aviation that doesn't have some kind of redundancy, yet Boeing did this, and the FAA approved it.

Second, the software is incredibly bad. It apparently has to logic as to whether it is getting good data or not. And it has no limits, if it gets bad data, it will drive the tailplane as far as it will go and keep trying. A high-school kid could have written better software.

Thirdly, Boeing hid the whole mess. There should  be a great big flashing red light on the dashboard when MCAS is active. Instead, Boeing barely even mentioned it to the pilots.

It goes further than that though. The 737 design is now over 40 years old, and should have been retired decades ago. Instead, the accountants retired its successor, the excellent 757, because they figured in the short run they could make more money milking the older design. You can bet the engineers weren't happy about that.

The 737 was designed for small-diameter turbojet engines. The new large-diameter turbofans not only increase the thrust, but they change the thrust line, which is the reason for the pitching moment. Also, the landing gear is short and stubby, and as a result, the new engines practically drag on the ground. How the FAA approved all of this is beyond me.

There should have been a witch-hunt at Boeing, but the FAA is just as complicit and soon would have been hunting themselves, so basically nothing came of it. Flying is still safer than driving, but not as safe as it used to be. Airbus is no better.",19-11-2020 15:00,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","ENVIRONMENTAL ACTIONS",15,"PuntuaciÃ³n=15","si","NEGATIVE","no","Aviation & Aerospace."
"That was an excellent explanation of the 737 MAX's defects and subsequent fixes. I am due to fly the MAX soon. I was already confident to do it as I felt it was now safe (It is apparently the most scrutinised plane ever safety wise) but this video just made me me even more confident. Thanks for that.",19-11-2020 15:00,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","SAFETY (WORKPLACE)",90,"PuntuaciÃ³n=90","si","POSITIVE","no","Aviation & Aerospace."
"I flew the MAX (as a pilot) before it was grounded and I'm excited to fly it again. Actually today I just received my updated training materials and expect to be in the simulator within 90 days to retrain.",19-11-2020 15:00,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","SAFETY (WORKPLACE)",85,"PuntuaciÃ³n=85","si","POSITIVE","no","Aviation & Aerospace."
"I'll let people fly it for a year or two and watch.... Luckily, my local airport (GVA) is mostly served by Airbus airlines.",19-11-2020 15:00,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","CUSTOMER MANAGEMENT (QUALITY)",70,"PuntuaciÃ³n=70","si","POSITIVE","no","Aviation & Aerospace."
"As a 30k hour training captain, with over 10k hours in command on the 737, I would jump in and fly a Max literally  in a heartbeat. 
Yes, the MCAS was very poorly done, (yet still flyable when it misbehaves by properly trained pilots) and yes, itâ€™s fine now with a software rewrite.
Well explained, couldnâ€™t pick any significant problems with your description.",19-11-2020 15:00,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","TRAINING",85,"PuntuaciÃ³n=85","si","POSITIVE","no","Aviation & Aerospace."
"They are both special in their ways. Airbus has simpler controls and a more automated cockpit overall. Its stick is Fly By Wire. That is just an electronic input, but the boeing has a yoke that is hidraulically connected to the control surfaces. I would prefer the Airbus because of the simplicity, but i would also prefer Boeing because of its safety.",01-02-2023 21:15,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","SAFETY (WORKPLACE)",70,"PuntuaciÃ³n=70","si","POSITIVE","no","Aviation & Aerospace."
"I prefer the boieng because I think it's easier to control using the yoke Ale and it has more panels, but the Airbus is more technological",01-02-2023 21:15,"Boeing","Youtube",3,"Illinois","Governance","Governance","Leadership and Governance","Leadership and Governance","MANAGEMENT OF THE LEGAL AND REGULATORY ENVIRONMENT","MANAGEMENT OF THE LEGAL AND REGULATORY ENVIRONMENT","ANTI-CORRUPTION",65,"PuntuaciÃ³n=65","si","NEGATIVE","no","Aviation & Aerospace."
"I honestly prefer the yoke. It feels like youâ€™re in full control of the plane.",01-02-2023 21:15,"Boeing","Youtube",3,"Illinois","Governance","Governance","Leadership and Governance","Leadership and Governance","COMPETITIVE BEHAVIOUR","COMPETITIVE BEHAVIOUR","ETHICAL PROTOCOLS",80,"PuntuaciÃ³n=80","si","POSITIVE","no","Aviation & Aerospace."
"I have   a retired pilot of emirates and in my opinion boeing Is  extremely simple to control but airbus is very difficult",01-02-2023 21:15,"Boeing","Youtube",3,"Illinois","Governance","Governance","Leadership and Governance","Leadership and Governance","MANAGEMENT OF THE LEGAL AND REGULATORY ENVIRONMENT","MANAGEMENT OF THE LEGAL AND REGULATORY ENVIRONMENT","ETHICAL PROTOCOLS",70,"PuntuaciÃ³n=70","si","POSITIVE","no","Aviation & Aerospace."
"I am a recent retired flight attendant and over the course of my career I flew on many 747 planes âœˆï¸ itâ€™s my favorite plane âœˆï¸ when I first flew on it I said it is like flying a building",02-09-2024 13:43,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","LABOR PRACTICES","LABOR PRACTICES","TRAINING",85,"PuntuaciÃ³n=85","si","POSITIVE","no","Aviation & Aerospace."
"Thatâ€™s sad all that work to waste ðŸ˜¢",02-09-2024 13:43,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Environment","Environment","GHG EMISSIONS","GHG EMISSIONS","ENVIRONMENTAL PROTOCOLS",30,"PuntuaciÃ³n=30","si","NEGATIVE","no","Aviation & Aerospace."
"Man why do planes need to retire from service D:",02-09-2024 13:43,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","QUALITY",45,"PuntuaciÃ³n=45","si","NEUTRAL","no","Aviation & Aerospace."
